WGATAR_position,WGATAR_chr,WGATAR_id,WGATAR_start,WGATAR_end,WGATAR_to_GATA1_peak_summit,Number_editable_bases,background_genes_counts_on_TAD,WGATAG_to_nearest_gene_distance,dis_motif2motif,RAD21,GATA1,TAL1,LDB1,CTCF,MED1,ATAC,BRD4,NIPBL,GATA2,effect_value,PHRED,phylop,chromatin_state,delta_occupancy,delta_atac,scores_evo2,GC_content
chr16:70569051-70569057,chr16,WGATAR_1078,70569051,70569057,7,2,37,-2852,13993,4.25,18.0,5.25,3.75,1.25,5.75,2.08,2.25,3.75,0.75,0.931854445,6.789896551724137,-0.430667,27,1.4009372,1.4432292,-0.7827835083007812,0.4
chr16:70615983-70615989,chr16,WGATAR_1080,70615983,70615989,6,4,37,-164972,207,7.5,44.75,9.0,3.25,3.25,4.25,5.72,7.5,3.25,6.5,0.202076979,3.6544285714285714,0.0,16,0.69549334,0.856467,0.4039764404296875,0.35
chr16:70616196-70616202,chr16,WGATAR_1079,70616196,70616202,219,2,37,-186058,207,2.5,15.0,4.0,2.5,6.5,3.0,3.64,6.0,0.5,5.5,0.892370287,5.748374999999999,0.0,10,1.0100486,0.09197307,1.271240234375,0.45
chr16:70628538-70628544,chr16,WGATAR_1081,70628538,70628544,249,1,37,-183793,291,6.5,20.0,7.0,19.0,4.75,6.75,0.52,4.0,4.0,7.75,0.984355231,4.419642857142857,-0.461,13,-0.08132839,-0.25474358,-0.5442123413085938,0.45
chr16:70628835-70628841,chr16,WGATAR_1082,70628835,70628841,48,3,37,17263,291,8.5,28.0,7.5,7.25,12.75,3.25,2.08,12.5,12.5,8.75,0.178755744,7.199454545454547,0.0,13,0.32932752,0.107863665,-2.70477294921875,0.3
chr16:70668065-70668071,chr16,WGATAR_1084,70668065,70668071,106,3,37,-27500,213,1.25,9.5,2.25,2.75,0.0,2.25,0.52,0.25,1.75,1.0,0.531794864,4.1296,0.00683333,7,0.92367136,0.1882832,-10.2763671875,0.4
chr16:70668284-70668290,chr16,WGATAR_1083,70668284,70668290,113,2,37,-27281,213,2.0,6.0,2.75,4.25,0.25,1.0,0.52,0.25,2.5,1.25,0.309081737,3.2905833333333336,0.0,7,0.19555014,-0.0102574825,-8.138778686523438,0.35
chr16:70729783-70729789,chr16,WGATAR_1085,70729783,70729789,9,1,37,-9828,50035,20.75,136.75,56.5,95.75,73.0,11.5,22.88,24.0,19.25,15.5,0.675776877,8.397285714285715,0.209167,28,2.192841,2.0896738,2.88262939453125,0.8
chr16:70779824-70779830,chr16,WGATAR_1086,70779824,70779830,192,3,37,-1131,124,5.5,15.5,8.0,5.0,3.75,2.75,2.6,2.75,5.5,2.25,0.622362589,4.320388888888889,0.0,10,1.7483621,0.46690512,2.9507598876953125,0.4
chr16:70779954-70779960,chr16,WGATAR_1088,70779954,70779960,62,4,37,-1001,16,7.5,24.25,7.75,5.25,6.5,4.75,2.6,9.5,7.25,3.25,0.056008727,4.9352222222222215,0.0,20,0.5714662,0.10777521,-6.298248291015625,0.3
chr16:70779976-70779982,chr16,WGATAR_1087,70779976,70779982,40,2,37,-979,16,9.0,26.75,7.5,5.75,8.25,6.25,2.6,13.25,8.5,4.5,0.112543432,5.86375,0.0,20,1.0005513,0.25025797,-2.3841705322265625,0.55
chr16:70786500-70786506,chr16,WGATAR_1089,70786500,70786506,457,2,37,-2433,457,4.75,63.75,16.0,19.5,3.5,4.0,10.4,12.0,7.0,4.75,0.736855776,5.311814814814816,0.0,20,1.9672163,1.1162584,1.8401336669921875,0.5
chr16:70786963-70786969,chr16,WGATAR_1090,70786963,70786969,6,4,37,-1970,457,4.5,17.25,5.75,1.75,0.5,6.25,1.04,5.25,4.75,4.25,0.960144612,2.9132307692307693,-0.0386667,20,1.3025379,0.47089434,-2.6117172241210938,0.4
chr17:16919696-16919702,chr17,WGATAR_1131,16919696,16919702,34,1,30,-1393,22,10.75,194.75,14.5,18.25,8.75,8.5,4.68,21.5,20.5,18.75,0.044345538,5.7875,0.0,16,0.55643225,0.16515613,-6.675811767578125,0.35
chr17:16919724-16919730,chr17,WGATAR_1130,16919724,16919730,6,1,30,-1421,22,11.0,203.0,14.75,17.75,8.75,7.75,5.72,19.25,18.75,18.0,0.298204733,8.6464,0.849167,16,0.43784308,-0.00560236,-5.818511962890625,0.4
chr17:16919838-16919844,chr17,WGATAR_1129,16919838,16919844,108,1,30,-1535,108,10.25,135.75,14.75,11.0,6.75,4.25,0.52,10.0,11.5,17.5,0.074191456,2.4955,0.0,16,0.11221868,0.03903818,-4.69049072265625,0.4
chr17:16924652-16924658,chr17,WGATAR_1132,16924652,16924658,29,2,30,-6349,4808,5.0,14.75,8.5,3.0,2.25,3.5,1.04,3.75,8.25,2.0,0.547516995,19.199411764705886,1.992,16,1.0304067,0.81933975,2.147125244140625,0.45
chr17:16937986-16937992,chr17,WGATAR_1136,16937986,16937992,223,2,30,-7868,58,5.0,38.0,16.0,12.25,4.5,7.0,1.56,5.0,5.5,9.5,0.334084007,0.0,0.0,10,0.5704353,0.037047625,-5.930450439453125,0.35
chr17:16938050-16938056,chr17,WGATAR_1139,16938050,16938056,159,4,30,-7804,47,4.75,47.75,18.25,18.75,3.75,7.0,1.04,5.25,7.25,10.75,-0.187289134,5.906999999999999,0.0,10,0.35476542,0.20680475,-1.6855545043945312,0.25
chr17:16938103-16938109,chr17,WGATAR_1138,16938103,16938109,106,1,30,-7751,47,4.75,61.5,22.75,28.75,2.5,7.0,1.56,5.75,8.75,11.0,0.52938463,8.201777777777778,0.0,10,0.5021424,0.14238882,-10.564849853515625,0.5
chr17:16938203-16938209,chr17,WGATAR_1137,16938203,16938209,6,1,30,-7651,94,4.75,74.75,26.25,43.25,2.5,7.0,1.56,9.0,12.5,12.75,0.573414029,11.866666666666667,1.016,16,2.0708907,0.8281374,-6.545494079589844,0.3
chr17:16938588-16938594,chr17,WGATAR_1135,16938588,16938594,379,4,30,-7266,72,3.5,10.5,9.25,4.0,2.75,6.0,3.64,4.75,6.5,5.75,0.572500907,5.740888888888889,0.0,11,0.14654166,0.011215925,-1.721527099609375,0.35
chr17:16938666-16938672,chr17,WGATAR_1134,16938666,16938672,457,2,30,-7188,72,4.75,8.0,8.25,4.0,2.75,4.0,0.52,4.25,7.25,4.5,0.553966326,3.1938750000000002,0.0,11,-0.00046378374,0.001832962,-2.79931640625,0.4
chr17:16938769-16938775,chr17,WGATAR_1133,16938769,16938775,560,2,30,-7085,97,5.0,8.0,8.0,3.0,2.75,4.5,3.12,5.5,8.0,4.5,0.296305643,6.837666666666666,0.0,11,0.0110599995,0.0004618168,-2.70159912109375,0.4
chr17:16991385-16991391,chr17,WGATAR_1140,16991385,16991391,264,2,30,-10320,199,6.5,22.5,15.75,7.25,5.25,7.0,11.44,12.0,9.5,3.75,0.34838701,5.040380952380952,0.0,20,0.78705144,0.07035589,0.31982421875,0.45
chr17:16991590-16991596,chr17,WGATAR_1142,16991590,16991596,59,1,30,-10525,62,10.75,111.5,31.5,52.5,4.25,13.75,20.8,27.25,24.25,8.5,0.579410114,5.270882352941177,-0.347833,20,0.83077693,0.29675722,1.2793121337890625,0.5
chr17:16991658-16991664,chr17,WGATAR_1141,16991658,16991664,9,1,30,-10593,62,12.0,135.5,34.0,64.5,4.75,16.5,17.68,31.75,29.5,10.25,0.511630041,4.81895238095238,0.0,20,2.0695763,1.1197543,-1.02105712890625,0.55
chr17:17015511-17015517,chr17,WGATAR_1143,17015511,17015517,16,2,30,-34446,23847,5.75,54.5,7.75,9.0,2.75,6.25,7.28,14.0,10.75,7.25,0.366841133,3.1283529411764706,-0.385333,20,1.7765687,1.122128,1.761749267578125,0.5
chr17:17131652-17131658,chr17,WGATAR_1147,17131652,17131658,175,1,30,-13667,51,3.75,22.0,6.5,8.25,3.25,3.75,4.16,6.0,8.0,5.25,1.637298864,5.602857142857142,0.0,25,1.4426289,0.5298705,3.42431640625,0.65
chr17:17131709-17131715,chr17,WGATAR_1146,17131709,17131715,118,3,30,-13610,51,4.0,28.75,8.5,11.0,3.5,3.75,3.64,6.5,11.0,6.25,0.751634857,0.6725925925925929,0.0,25,0.7975545,0.19234514,1.9579792022705078,0.5
chr17:17131826-17131832,chr17,WGATAR_1145,17131826,17131832,1,3,30,-13493,111,3.75,34.0,11.25,16.5,5.0,5.5,4.68,12.75,10.25,6.75,0.841685865,3.990967741935483,0.0,25,1.5683687,0.8925793,1.102447509765625,0.35
chr17:17132189-17132195,chr17,WGATAR_1144,17132189,17132195,362,1,30,-13130,357,3.0,12.25,7.75,3.0,4.25,3.0,4.16,3.75,5.5,4.5,1.375342545,1.8509000000000004,0.0,25,1.1839492,0.08026075,-0.373382568359375,0.5
chr17:17142850-17142856,chr17,WGATAR_1148,17142850,17142856,482,1,30,-2349,474,2.5,6.0,5.5,4.25,2.75,4.75,0.52,4.75,4.5,4.0,0.237360301,2.6709999999999994,0.0,11,0.123784065,0.06477237,-2.4622764587402344,0.5
chr17:17143330-17143336,chr17,WGATAR_1150,17143330,17143336,2,1,30,-1989,268,11.5,68.0,14.25,8.75,7.0,11.25,2.6,17.75,13.75,8.5,0.804778143,4.935214285714286,0.0,16,1.66539,0.42702174,-0.6336822509765625,0.45
chr17:17143604-17143610,chr17,WGATAR_1149,17143604,17143610,272,1,30,-1715,268,4.75,30.5,11.0,5.75,4.0,4.25,4.68,7.75,5.25,7.0,0.201594591,3.641,0.0,10,0.3783412,0.39374113,1.17974853515625,0.4
chr17:17155647-17155653,chr17,WGATAR_1151,17155647,17155653,53,1,30,-15146,581,24.0,756.5,143.75,252.75,21.25,13.75,32.76,62.0,45.5,55.5,1.387613126,3.535,0.0,20,1.2803955,0.4936099,-33.918701171875,0.55
chr17:17156234-17156240,chr17,WGATAR_1153,17156234,17156240,534,2,30,-15733,475,9.0,22.25,9.75,3.0,9.0,4.75,4.68,6.25,7.25,6.5,0.239587522,5.306941176470588,0.0,25,0.007093489,0.0055983067,-2.907928466796875,0.25
chr17:17156715-17156721,chr17,WGATAR_1156,17156715,17156721,115,2,30,-16214,86,4.0,25.5,11.0,12.0,3.75,8.75,5.2,11.0,6.5,4.0,0.281475994,5.960333333333334,0.0,27,0.07801914,0.019990921,-5.9564361572265625,0.35
chr17:17156807-17156813,chr17,WGATAR_1155,17156807,17156813,23,1,30,-16306,86,3.25,28.75,8.25,16.75,3.25,8.5,3.12,8.0,6.25,4.25,1.832504529,5.265615384615385,0.0871667,27,0.4420299,0.32326126,0.12896728515625,0.55
chr17:17157066-17157072,chr17,WGATAR_1154,17157066,17157072,236,2,30,-16565,78,5.0,18.5,6.75,2.75,2.75,6.25,1.04,5.0,6.75,6.0,0.564131759,2.0547692307692307,0.0,16,0.8006508,0.2884295,-1.2858123779296875,0.45
chr17:17157150-17157156,chr17,WGATAR_1152,17157150,17157156,320,3,30,-16649,78,2.75,16.25,5.75,2.0,3.75,5.0,2.08,2.5,6.0,5.75,-0.484353693,15.443333333333333,0.0,18,0.1032815,-0.0065505505,-1.3700790405273438,0.2
chr17:17167869-17167875,chr17,WGATAR_1157,17167869,17167875,13,4,30,-27368,10713,6.75,88.75,6.5,9.75,2.5,5.5,0.52,9.75,3.75,4.5,0.567425325,4.749714285714284,-0.620833,18,0.8178866,0.14316988,-1.798583984375,0.35
chr17:17207911-17207917,chr17,WGATAR_1160,17207911,17207917,57,1,30,-23325,77,11.25,176.0,74.5,120.75,5.25,7.75,15.6,32.25,27.25,22.75,0.858029458,7.229999999999999,0.0,26,0.56895804,0.6572318,0.343170166015625,0.65
chr17:17207994-17208000,chr17,WGATAR_1159,17207994,17208000,26,2,30,-23408,77,14.25,215.75,93.0,174.25,8.0,8.0,30.16,40.5,28.0,24.0,0.47527203,0.0,0.0,26,0.75872254,0.8614602,2.3036041259765625,0.3
chr17:17208315-17208321,chr17,WGATAR_1158,17208315,17208321,347,2,30,-23729,315,6.75,33.25,20.75,16.25,9.75,4.25,8.84,16.0,11.75,9.0,0.868517112,5.2599583333333335,0.0,25,0.38480115,0.062299967,-0.10089111328125,0.5
chr17:17321311-17321317,chr17,WGATAR_1165,17321311,17321317,22,4,30,-4679,96,21.5,395.75,115.25,173.25,5.5,20.25,10.4,48.75,40.25,38.5,0.333998065,5.70875,0.0,20,1.432888,1.0500379,-16.41485595703125,0.5
chr17:17321413-17321419,chr17,WGATAR_1164,17321413,17321419,80,1,30,-4577,96,21.0,430.25,110.0,183.75,6.75,18.75,20.28,61.0,43.0,40.5,0.549901373,3.052181818181818,0.0,20,1.6578267,0.5981903,-6.205078125,0.5
chr17:17321631-17321637,chr17,WGATAR_1163,17321631,17321637,298,2,30,-4359,200,12.5,143.0,28.75,20.5,4.75,13.5,8.32,20.25,18.25,14.75,0.222072491,4.6918750000000005,0.0,20,0.12356901,0.01272583,-14.5184326171875,0.3
chr17:17321837-17321843,chr17,WGATAR_1162,17321837,17321843,504,1,30,-4153,88,11.0,271.25,30.75,30.75,8.25,11.75,15.6,36.25,22.75,20.75,0.44723542,2.880142857142857,0.0,20,1.9688227,1.1814919,0.1448974609375,0.55
chr17:17321931-17321937,chr17,WGATAR_1161,17321931,17321937,598,2,30,-4059,88,10.5,260.0,27.25,30.0,9.25,12.5,8.84,36.75,22.25,23.75,0.26036012,4.533454545454545,0.0,20,1.5379872,0.6963897,-3.768585205078125,0.5
chr17:17344775-17344781,chr17,WGATAR_1166,17344775,17344781,47,2,30,-14961,22838,18.75,69.75,17.25,15.25,8.0,6.75,9.88,31.0,18.5,8.75,0.071064102,3.84875,0.0,20,0.875058,0.52728415,-0.8934860229492188,0.45
chr17:17454924-17454930,chr17,WGATAR_1167,17454924,17454930,31,2,30,-27016,40179,20.5,63.5,7.5,11.0,19.75,9.75,19.24,17.25,17.75,7.5,0.736995489,9.645999999999999,0.284667,20,1.2000569,0.8622656,-0.494384765625,0.5
chr17:17495109-17495115,chr17,WGATAR_1168,17495109,17495115,33,1,30,-88,40179,13.5,28.25,17.0,5.5,14.0,10.0,34.84,24.5,29.75,7.25,1.028460011,7.849652173913045,0.0195,15,1.3060929,0.3639822,3.126953125,0.6
chr17:26247705-26247711,chr17,WGATAR_1169,26247705,26247711,75,3,23,-9493,131,4.5,48.75,11.5,16.0,7.0,5.5,6.24,10.5,10.5,7.0,1.354088513,20.306923076923077,2.11833,20,1.1016629,1.0902472,-0.1611328125,0.4
chr17:26247842-26247848,chr17,WGATAR_1170,26247842,26247848,212,2,23,-9356,131,3.75,28.25,11.5,9.25,5.25,5.0,6.76,6.25,9.75,7.75,0.880879987,12.943357142857142,0.0,20,0.45090383,0.55956006,0.922088623046875,0.45
chr17:26266653-26266659,chr17,WGATAR_1171,26266653,26266659,25,3,23,-44876,914,4.0,21.5,4.0,2.5,3.5,3.5,1.04,1.0,4.0,5.5,0.288771913,19.94227272727273,2.4055,4,0.3556736,0.2836871,-0.08397674560546875,0.4
chr17:26267573-26267579,chr17,WGATAR_1172,26267573,26267579,233,1,23,-45796,204,1.5,8.0,9.75,2.75,1.75,1.0,0.0,0.5,1.75,2.0,0.217913799,13.361428571428574,0.0,5,1.008048,0.51485157,0.06719970703125,0.5
chr17:26267783-26267789,chr17,WGATAR_1174,26267783,26267789,23,2,23,-46006,15,2.5,17.75,8.0,2.5,2.0,3.75,1.56,0.75,2.5,1.75,0.528327585,3.8938076923076923,0.0,4,0.6580272,0.052883625,2.205108642578125,0.65
chr17:26267804-26267810,chr17,WGATAR_1173,26267804,26267810,2,1,23,-46027,15,2.5,17.75,8.0,2.5,2.0,3.75,1.56,0.75,2.5,1.75,0.719278139,6.414333333333334,0.0176667,4,-0.032644033,-0.24946213,-1.729827880859375,0.45
chr17:26294689-26294695,chr17,WGATAR_1175,26294689,26294695,698,1,23,-51102,350,2.5,6.5,9.5,1.75,3.75,2.0,0.52,3.25,4.25,2.5,0.445058449,3.4945000000000004,0.0,10,0.65397,0.0056221485,0.061370849609375,0.25
chr17:26295045-26295051,chr17,WGATAR_1178,26295045,26295051,342,1,23,-50746,328,10.0,45.25,15.5,13.75,2.75,4.75,3.64,11.5,9.75,6.25,0.619767843,4.501777777777779,0.0,20,0.7109432,0.030346155,-4.1906890869140625,0.3
chr17:26295379-26295385,chr17,WGATAR_1177,26295379,26295385,8,4,23,-50412,82,26.5,296.25,98.5,177.75,8.5,18.5,46.8,43.75,34.0,32.75,0.514927465,5.975260869565217,0.0,20,1.6868026,1.3693156,1.1052970886230469,0.35
chr17:26295467-26295473,chr17,WGATAR_1176,26295467,26295473,80,3,23,-50324,82,26.25,276.75,97.25,185.0,10.25,18.5,16.12,43.25,36.75,33.25,2.249282437,4.9206666666666665,0.363833,20,1.0760121,0.46144104,1.6824951171875,0.55
chr17:26300139-26300145,chr17,WGATAR_1180,26300139,26300145,381,4,23,-45652,237,1.25,11.25,6.5,4.75,0.5,1.75,0.52,4.75,3.25,5.75,0.594618893,11.099,0.758667,10,1.204003,0.29994988,-1.0361328125,0.4
chr17:26300382-26300388,chr17,WGATAR_1182,26300382,26300388,138,2,23,-45409,165,2.5,28.75,12.25,9.0,0.25,3.25,0.52,8.5,2.75,7.25,0.455335932,11.765833333333333,0.0,10,-0.27226698,0.016881943,-8.7880859375,0.3
chr17:26300553-26300559,chr17,WGATAR_1181,26300553,26300559,33,1,23,-45238,165,4.0,31.75,11.0,11.5,0.5,5.25,1.56,10.5,2.25,7.75,0.108366091,7.50175,0.0,10,0.2288425,0.080652,-4.411895751953125,0.3
chr17:26300779-26300785,chr17,WGATAR_1179,26300779,26300785,259,3,23,-45012,220,4.0,12.0,9.25,3.5,3.25,2.0,0.0,3.5,1.25,5.0,0.144883933,6.784083333333332,0.0,5,0.013889074,0.0027675629,-29.27862548828125,0.4
chr17:26304255-26304261,chr17,WGATAR_1183,26304255,26304261,316,4,23,-41536,148,1.5,7.5,8.25,3.25,3.5,5.25,0.0,4.5,4.5,2.5,0.176528337,3.9926000000000004,0.0,5,0.14984876,-0.04715395,-0.3661346435546875,0.2
chr17:26304409-26304415,chr17,WGATAR_1184,26304409,26304415,162,3,23,-41382,19,0.5,9.75,11.25,5.5,2.25,5.0,0.52,6.75,5.0,4.75,0.576494648,3.18305,0.227333,5,0.21491122,0.09188986,-1.5202217102050781,0.3
chr17:26304434-26304440,chr17,WGATAR_1186,26304434,26304440,137,4,23,-41357,19,0.5,11.0,11.5,5.5,2.0,5.25,1.04,7.5,5.0,4.75,0.30240558,11.710909090909091,0.0,10,0.5338032,0.2006371,-0.97833251953125,0.3
chr17:26304590-26304596,chr17,WGATAR_1185,26304590,26304596,19,1,23,-41201,150,1.5,20.5,11.25,10.75,3.75,4.75,0.52,5.75,8.75,3.25,0.414495291,9.954888888888888,0.0,10,1.2769858,0.53671455,-1.99652099609375,0.3
chr17:26309405-26309411,chr17,WGATAR_1187,26309405,26309411,264,2,23,-36386,32,0.5,6.75,4.25,2.0,3.0,1.0,1.04,2.25,2.5,3.5,1.570846276,3.908866666666667,0.489167,5,0.0031324625,-0.022141933,1.18927001953125,0.5
chr17:26309443-26309449,chr17,WGATAR_1188,26309443,26309449,226,2,23,-36348,32,0.5,7.0,3.5,1.5,3.5,1.0,1.04,1.25,2.25,2.5,0.641726913,4.080772727272728,0.0,5,0.056499064,0.05518937,-0.6179962158203125,0.45
chr17:26309660-26309666,chr17,WGATAR_1189,26309660,26309666,9,2,23,-36131,211,1.5,14.0,3.75,0.25,1.75,2.0,0.52,0.75,2.0,4.0,0.176119876,21.34421052631579,0.0,5,0.65818155,0.0036017895,-1.236083984375,0.3
chr17:26309910-26309916,chr17,WGATAR_1191,26309910,26309916,241,1,23,-35881,50,4.0,10.0,3.25,1.75,3.25,3.5,0.52,1.75,3.75,2.25,1.141138605,5.7414375,0.0,10,0.4796461,0.094313145,1.030517578125,0.6
chr17:26309966-26309972,chr17,WGATAR_1190,26309966,26309972,297,4,23,-35825,50,4.0,9.0,3.25,2.25,2.75,3.0,0.52,1.5,3.75,2.25,0.093345456,4.190733333333333,0.0,10,0.8906853,0.1870544,1.52154541015625,0.25
chr17:26313147-26313153,chr17,WGATAR_1196,26313147,26313153,856,1,23,-32644,4,5.0,17.75,9.75,3.25,2.25,6.0,2.08,3.5,6.5,3.5,-0.115279332,6.999375000000001,0.0,20,-0.08530283,-0.020145893,-4.9947967529296875,0.3
chr17:26313157-26313163,chr17,WGATAR_1195,26313157,26313163,846,2,23,-32634,4,5.0,17.75,9.75,3.25,2.25,6.0,2.08,3.5,6.5,3.5,0.300142434,8.135875,0.0,20,1.0247006,0.2050581,-4.9752197265625,0.25
chr17:26313282-26313288,chr17,WGATAR_1194,26313282,26313288,721,3,23,-32509,119,4.5,18.25,8.25,4.75,5.5,8.75,3.64,7.25,4.5,5.25,0.320210091,4.129809523809525,0.0,20,0.057091057,0.010084391,-4.251861572265625,0.4
chr17:26313502-26313508,chr17,WGATAR_1193,26313502,26313508,501,3,23,-32289,33,8.0,19.25,7.0,9.25,4.5,8.75,0.52,7.25,8.25,3.5,1.277492759,1.7174705882352943,-0.457167,11,0.00674212,-0.020636082,-3.1040191650390625,0.5
chr17:26313541-26313547,chr17,WGATAR_1192,26313541,26313547,462,4,23,-32250,33,10.0,19.5,8.75,9.25,4.25,9.25,0.52,7.0,8.75,4.25,0.330080915,10.818166666666665,0.0,11,0.08508569,-0.016052485,-5.9268646240234375,0.4
chr17:26314002-26314008,chr17,WGATAR_1198,26314002,26314008,1,1,23,-31789,30,28.0,232.0,89.5,119.75,7.75,8.5,17.16,48.25,42.5,30.5,0.418480619,14.688571428571427,0.0,20,2.1197512,2.3604708,-1.129913330078125,0.4
chr17:26314038-26314044,chr17,WGATAR_1197,26314038,26314044,35,3,23,-31753,30,30.25,247.75,95.0,128.5,7.0,8.75,22.36,54.75,42.5,30.0,0.42997404,6.182142857142858,0.0,20,0.24561715,-0.031024456,1.131591796875,0.25
chr17:26356212-26356218,chr17,WGATAR_1200,26356212,26356218,38,1,23,-6723,59,13.75,50.75,14.0,18.0,10.75,6.25,10.92,7.75,13.75,4.5,0.308337522,4.2146,0.0,16,1.3129122,0.076883316,1.1545562744140625,0.45
chr17:26356277-26356283,chr17,WGATAR_1199,26356277,26356283,27,3,23,-6788,59,21.75,56.5,16.25,23.5,16.5,9.25,17.68,10.25,16.75,4.0,0.589937378,5.0425555555555555,-0.170833,20,0.7157209,0.1882348,-4.12066650390625,0.5
chr17:26366501-26366507,chr17,WGATAR_1201,26366501,26366507,5,4,23,-2257,4340,5.0,22.0,12.0,16.5,2.5,9.5,2.08,8.0,7.0,3.75,0.820241227,5.6722142857142845,0.2645,16,1.9359648,1.3922782,0.2645416259765625,0.45
chr17:26370847-26370853,chr17,WGATAR_1206,26370847,26370853,101,1,23,-18141,90,6.0,10.25,5.5,5.75,5.5,7.5,2.08,8.5,3.5,4.75,0.418184088,4.9264761904761905,0.0,16,0.2594707,0.10194039,-2.04730224609375,0.35
chr17:26370943-26370949,chr17,WGATAR_1205,26370943,26370949,5,2,23,-18045,90,5.5,14.0,5.0,8.0,4.25,7.75,0.52,8.75,4.25,5.75,0.072730388,18.580000000000002,0.0,16,0.8780918,0.6362395,0.6226806640625,0.4
chr17:26371067-26371073,chr17,WGATAR_1204,26371067,26371073,119,2,23,-17921,118,5.75,15.0,6.75,6.5,3.25,7.0,0.0,8.25,4.25,5.75,0.190691896,6.3064,0.0,14,1.1666548,-0.14303136,-0.11956787109375,0.45
chr17:26371239-26371245,chr17,WGATAR_1203,26371239,26371245,291,1,23,-17749,166,3.75,4.25,5.25,4.75,2.0,4.5,0.52,3.5,4.0,5.25,0.041019511,2.796909090909091,0.0,12,-0.0033650994,-0.024278402,-1.191680908203125,0.3
chr17:26371484-26371490,chr17,WGATAR_1202,26371484,26371490,536,2,23,-17504,239,4.25,1.25,4.25,2.75,2.25,4.75,0.52,2.0,2.5,3.5,0.599929772,10.246833333333333,1.0985,12,0.395167,-0.0030882359,-3.419677734375,0.45
chr17:26373217-26373223,chr17,WGATAR_1207,26373217,26373223,189,3,23,-15771,28,0.75,2.75,6.5,5.5,2.5,6.5,0.0,2.25,2.75,4.25,0.306427458,15.877692307692312,0.0,5,0.12138617,-0.039988995,-0.29376220703125,0.35
chr17:26373251-26373257,chr17,WGATAR_1208,26373251,26373257,155,4,23,-15737,28,1.25,5.75,6.5,5.75,2.25,6.75,0.0,3.0,2.75,5.0,0.096780163,17.702857142857145,0.0,10,0.26453996,0.0989666,-1.5973358154296875,0.3
chr17:26373285-26373291,chr17,WGATAR_1209,26373285,26373291,121,3,23,-15703,28,1.75,9.0,6.75,6.25,1.75,6.75,0.0,3.25,2.75,5.75,0.457918234,18.448124999999997,0.0,10,1.5531247,0.7591281,-0.905426025390625,0.35
chr17:26373396-26373402,chr17,WGATAR_1210,26373396,26373402,10,1,23,-15592,49,3.5,12.75,6.0,7.25,1.5,5.5,0.0,2.5,2.5,4.0,0.266893572,19.29409090909091,0.0,10,0.6444988,0.26030874,-1.2308349609375,0.25
chr17:26373451-26373457,chr17,WGATAR_1211,26373451,26373457,45,1,23,-15537,13,4.0,11.75,5.0,7.5,1.75,4.25,0.0,2.0,2.0,3.25,0.516797889,14.787500000000001,1.08117,5,0.2819357,0.47279096,-1.167633056640625,0.45
chr17:26373470-26373476,chr17,WGATAR_1212,26373470,26373476,64,4,23,-15518,13,4.0,11.75,5.0,7.5,1.75,4.25,0.0,2.0,2.0,3.25,0.427114666,15.11125,0.0,5,-0.048609495,0.24976397,-0.8607025146484375,0.35
chr17:26373491-26373497,chr17,WGATAR_1213,26373491,26373497,85,3,23,-15497,15,4.0,10.75,4.5,7.25,2.0,3.75,0.0,1.5,2.0,2.5,0.08091082,13.59,0.0,5,0.2769606,0.06918001,-1.0775146484375,0.2
chr17:26382009-26382015,chr17,WGATAR_1216,26382009,26382015,13,3,23,-6979,14,5.0,16.0,5.75,6.75,2.25,1.25,4.16,2.5,5.5,1.75,0.616070986,2.7055652173913045,0.0,10,0.12844908,0.37708402,-2.3396453857421875,0.55
chr17:26382029-26382035,chr17,WGATAR_1215,26382029,26382035,33,3,23,-6959,14,4.5,15.75,6.75,8.25,1.5,1.25,4.16,3.25,6.25,2.5,0.630760075,4.289199999999999,0.0,10,0.9750246,0.687906,2.3924560546875,0.45
chr17:26382068-26382074,chr17,WGATAR_1214,26382068,26382074,72,1,23,-6920,33,4.5,15.75,6.75,8.25,1.5,1.25,4.16,3.25,6.25,2.5,1.080980319,2.98575,0.0,10,0.09291065,0.15840745,-3.867645263671875,0.3
chr17:26390315-26390321,chr17,WGATAR_1218,26390315,26390321,793,1,23,-40826,267,2.25,13.25,5.5,2.0,1.75,0.5,0.0,4.0,4.0,1.0,1.694226735,5.2225,0.6695,5,0.24876761,0.20964408,-1.936279296875,0.4
chr17:26390588-26390594,chr17,WGATAR_1217,26390588,26390594,520,4,23,-41099,267,4.5,13.0,5.75,4.0,0.75,3.5,0.0,2.0,4.5,3.25,0.294852269,5.405714285714287,0.0,5,0.1368885,-0.051113367,-2.287567138671875,0.45
chr17:26391071-26391077,chr17,WGATAR_1220,26391071,26391077,37,1,23,-41582,21,4.5,24.25,3.5,3.5,3.0,3.75,0.0,1.0,4.5,3.0,0.083323305,4.486363636363635,0.0,5,0.10804582,0.01012826,-0.43898773193359375,0.2
chr17:26391098-26391104,chr17,WGATAR_1219,26391098,26391104,10,2,23,-41609,21,6.0,33.75,3.5,3.25,3.25,3.5,0.0,1.0,4.5,2.75,0.44633028,4.806466666666665,0.0,5,1.0674533,0.040253878,-2.428955078125,0.3
chr17:26405446-26405452,chr17,WGATAR_1223,26405446,26405452,123,2,23,-55957,117,8.0,24.5,14.5,14.25,3.25,6.0,0.52,10.5,11.25,6.5,0.023108128,0.0,0.0,16,0.54934645,0.037938118,1.0028076171875,0.55
